Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,3,25,3,30,9.3,0,0,0,3,2.7,0,0,0,0,63.45,107.49,0.11,896,0.6,272,1.1,0,0
2006,3,25,4,30,8.9,0,0,0,7,1.9,0,0,0,0,61.56,119.12,0.11,896,0.6,297,0.9,0,0
2006,3,25,5,30,8.2,0,0,0,3,1.6,0,0,0,0,63.12,129.67,0.11,895,0.6,324,0.7,0,0
2006,3,25,6,30,7.6,0,0,0,1,1.7,0,0,0,0,66.2,138.2,0.11,895,0.6,344,0.7,0,0
2006,3,25,7,30,7.1,0,0,0,0,2,0,0,0,0,70.12,143.18,0.11,895,0.6,349,0.6,0,0
2006,3,25,8,30,6.4,0,0,0,3,1.7,0,0,1,0,71.75,143.12,0.11,894,0.6,343,0.5,0,0
2006,3,25,9,30,5.8,0,0,0,3,1.2,0,0,1,0,72.41,138.02,0.11,894,0.6,329,0.5,0,0
2006,3,25,10,30,5.3,0,0,0,7,1,0,0,1,0,73.59,129.42,0.11,894,0.6,316,0.5,0,0
2006,3,25,11,30,4.8,0,0,0,4,0.9,0,0,0,0,75.87,118.83,0.11,894,0.7,321,0.6,0,0
2006,3,25,12,30,4.7,0,0,0,1,1,0,0,0,0,76.69,107.17,0.11,894,0.7,332,0.5,0,0
2006,3,25,13,30,5.5,0,0,0,7,1.3,0,0,0,0,74.54,94.98,0.11,894,0.7,311,0.4,0,0
2006,3,25,14,30,7.7,42,385,93,7,2.7,37,0,7,37,70.5,82.49,0.11,895,0.8,271,0.6,0,0
2006,3,25,15,30,10.5,79,684,310,1,2.6,79,684,0,310,57.88,70.27,0.11,895,0.8,245,1.2,15.8316,12.2557
2006,3,25,16,30,12.8,99,815,526,4,1.8,214,351,0,398,47.25,58.43,0.11,896,0.9,234,2.2,22.1378,17.3047
2006,3,25,17,30,14.6,111,884,708,7,1.6,296,371,0,547,41.39,47.51,0.11,896,1,233,3.1,31.8747,25.0122
2006,3,25,18,30,15.8,104,948,846,8,2.3,301,547,0,729,40.15,38.5,0.11,895,1.1,230,3.8,43.5256,34.2137
2006,3,25,19,30,16.3,106,958,909,8,3.2,359,470,0,753,41.63,33.08,0.11,895,1.3,230,4.5,45.4356,35.7398
2006,3,25,20,30,16.1,109,948,902,8,4.7,359,479,0,760,46.87,33.14,0.11,894,1.5,230,5,45.8532,36.0681
2006,3,25,21,30,15.5,116,904,822,8,6.5,370,336,7,632,55.08,38.64,0.11,894,1.7,231,5.4,37.7225,29.6515
2006,3,25,22,30,14.4,106,868,691,7,8.2,188,8,0,193,66.34,47.7,0.11,894,1.8,233,5.5,11.2394,8.8192
2006,3,25,23,30,13.7,93,799,509,4,9.4,187,17,0,196,75.39,58.63,0.11,894,1.9,235,5.4,10.8901,8.5118
2006,3,26,0,30,11.3,74,670,298,4,10,129,37,0,141,91.86,70.48,0.11,894,1.7,242,4.2,7.1872,5.5623
2006,3,26,1,30,9.9,39,391,89,3,9.9,43,5,7,43,100,82.69,0.11,894,1.5,247,3.1,0,0
2006,3,26,2,30,8.7,0,0,0,3,8.7,0,0,0,0,100,95.16,0.11,895,1.2,253,2.2,0,0
2006,3,26,3,30,7.6,0,0,0,1,7.6,0,0,0,0,100,107.31,0.11,895,1,259,1.8,0,0
2006,3,26,4,30,6.5,0,0,0,3,6.5,0,0,0,0,100,118.92,0.11,895,0.8,269,1.6,0,0
2006,3,26,5,30,5.5,0,0,0,0,5.5,0,0,0,0,100,129.42,0.11,896,0.6,280,1.4,0,0
2006,3,26,6,30,4.5,0,0,0,0,4.5,0,0,0,0,100,137.89,0.11,896,0.5,302,1.2,0,0
2006,3,26,7,30,3.6,0,0,0,0,3.6,0,0,0,0,100,142.81,0.11,895,0.5,331,1,0,0
2006,3,26,8,30,2.7,0,0,0,4,2.7,0,0,1,0,100,142.72,0.11,895,0.4,350,1.2,0,0
2006,3,26,9,30,1.9,0,0,0,4,1.9,0,0,1,0,100,137.64,0.11,895,0.4,178,1.4,0,0
2006,3,26,10,30,1.4,0,0,0,4,1.4,0,0,1,0,100,129.08,0.11,895,0.4,3,1.7,0,0
2006,3,26,11,30,1.1,0,0,0,4,1.1,0,0,0,0,100,118.51,0.11,894,0.3,9,1.8,0,0
2006,3,26,12,30,0.7,0,0,0,4,0.7,0,0,0,0,100,106.87,0.11,895,0.3,12,1.9,0,0
2006,3,26,13,30,1.2,0,0,0,4,1.2,0,0,0,0,100,94.69,0.11,895,0.3,14,2.6,0,0
2006,3,26,14,30,3.2,41,483,107,7,1.1,46,193,7,73,86.05,82.21,0.11,895,0.3,19,3.4,0,0
2006,3,26,15,30,6.8,69,772,333,7,0.5,89,559,0,281,64.12,69.98,0.11,896,0.4,34,4.1,14.388,11.1423
2006,3,26,16,30,10.8,85,895,558,7,-1.5,163,549,0,453,42.48,58.12,0.11,896,0.4,54,4.6,25.2393,19.7321
2006,3,26,17,30,13.6,97,956,747,7,-2.8,137,807,0,685,31.91,47.17,0.11,896,0.4,65,4.6,39.9604,31.3597
2006,3,26,18,30,15.5,111,969,873,3,-3.2,280,604,0,755,27.41,38.12,0.11,895,0.5,69,4,45.1152,35.4652
2006,3,26,19,30,16.8,116,982,942,7,-3.4,334,562,0,807,24.9,32.69,0.11,895,0.5,73,3.5,48.7262,38.3299
2006,3,26,20,30,17.5,115,976,936,7,-3.4,375,406,0,716,23.81,32.77,0.11,894,0.6,78,3,43.2259,34.0028
2006,3,26,21,30,17,126,926,852,7,-3.4,371,337,0,636,24.65,38.34,0.11,894,0.7,86,2.5,37.9862,29.8601
2006,3,26,22,30,15.4,121,879,715,7,-2.8,251,492,0,584,28.41,47.47,0.11,894,0.7,107,1.8,34.0352,26.7078
2006,3,26,23,30,14.4,106,803,526,8,-0.1,181,487,0,436,37.02,58.44,0.11,893,0.8,123,1.3,24.2501,18.9558
2006,3,27,0,30,11.6,85,651,304,4,2.7,135,211,0,206,54.26,70.32,0.11,893,0.9,164,0.9,10.5156,8.1399
2006,3,27,1,30,9.7,46,321,88,7,3.2,45,155,7,65,63.94,82.54,0.11,894,0.9,150,0.8,0,0
2006,3,27,2,30,8.3,0,0,0,7,2.6,0,0,0,0,67.32,95,0.11,894,0.9,134,0.8,0,0
2006,3,27,3,30,7.5,0,0,0,7,2.4,0,0,0,0,70.21,107.13,0.11,894,0.9,130,0.8,0,0
2006,3,27,4,30,7.3,0,0,0,7,2.4,0,0,0,0,71.03,118.71,0.11,894,0.9,132,0.8,0,0
2006,3,27,5,30,7.2,0,0,0,7,2.6,0,0,0,0,72.45,129.17,0.11,894,0.9,133,0.8,0,0
2006,3,27,6,30,7.2,0,0,0,4,2.7,0,0,0,0,73.02,137.58,0.11,894,1,119,0.7,0,0
2006,3,27,7,30,7.1,0,0,0,8,2.5,0,0,0,0,72.5,142.44,0.11,893,1,93,0.7,0,0
2006,3,27,8,30,6.9,0,0,0,8,2.1,0,0,1,0,71.64,142.32,0.11,893,1,71,0.7,0,0
2006,3,27,9,30,6.5,0,0,0,8,1.8,0,0,1,0,71.97,137.26,0.11,893,1,67,0.8,0,0
2006,3,27,10,30,5.9,0,0,0,4,1.6,0,0,1,0,73.95,128.73,0.11,893,1,78,1,0,0
2006,3,27,11,30,5.4,0,0,0,4,1.5,0,0,0,0,76.09,118.19,0.11,893,1.1,96,1.1,0,0
2006,3,27,12,30,4.7,0,0,0,4,1.8,0,0,0,0,81.27,106.57,0.11,893,1.1,116,1.1,0,0
2006,3,27,13,30,4.9,0,0,0,4,2.3,0,0,0,0,83.3,94.41,0.11,893,1.2,135,1.2,0,0
2006,3,27,14,30,6.6,52,284,92,4,3.9,8,0,7,8,82.71,81.93,0.11,894,1.2,152,1.9,0,0
2006,3,27,15,30,8.7,114,514,293,4,4.5,110,0,0,110,74.81,69.69,0.11,894,1.2,162,2.8,5.6469,4.3746
2006,3,27,16,30,10.6,144,678,505,4,5.1,169,7,0,173,69.01,57.81,0.11,894,1.2,165,3.3,9.6548,7.5493
2006,3,27,17,30,12.4,157,783,692,7,5.4,310,63,0,353,62.2,46.83,0.11,894,1.2,168,3.8,20.6152,16.1794
2006,3,27,18,30,13.8,130,897,839,8,5.6,404,170,0,538,57.57,37.74,0.11,894,1.2,174,4.3,32.1745,25.2938
2006,3,27,19,30,14.6,131,920,909,7,5.3,375,411,0,723,53.69,32.29,0.11,894,1.2,181,4.7,43.6836,34.3646
2006,3,27,20,30,14.5,130,922,908,7,4.8,422,290,0,667,52.02,32.4,0.11,894,1.2,189,4.9,40.2927,31.6967
2006,3,27,21,30,13.7,155,851,826,7,4.2,321,477,0,697,52.74,38.04,0.11,893,1.2,195,5,41.6566,32.7467
2006,3,27,22,30,12.4,138,818,694,7,3.7,332,163,0,443,55.2,47.23,0.11,893,1.2,200,4.8,25.838,20.2765
2006,3,27,23,30,11.5,122,737,510,7,3.5,236,223,0,354,58.04,58.25,0.11,893,1.2,202,4.6,19.7096,15.408
2006,3,28,0,30,9.1,101,568,293,7,4,137,70,0,161,70.67,70.15,0.11,894,1.3,208,3.8,8.2311,6.3729
2006,3,28,1,30,7.6,52,248,84,7,5,39,0,7,39,83.59,82.38,0.11,894,1.4,217,3.1,0,0
2006,3,28,2,30,6.7,0,0,0,7,5.9,0,0,0,0,94.62,94.83,0.11,895,1.6,227,2.1,0,0
2006,3,28,3,30,6.3,0,0,0,8,6.3,0,0,0,0,100,106.96,0.11,895,1.7,228,1.3,0,0
2006,3,28,4,30,6,0,0,0,7,6,0,0,0,0,100,118.5,0.11,895,1.7,213,0.8,0,0
2006,3,28,5,30,5.7,0,0,0,4,5.7,0,0,0,0,100,128.92,0.11,894,1.6,199,0.8,0,0
2006,3,28,6,30,5.6,0,0,0,4,5.6,0,0,0,0,100,137.27,0.11,894,1.6,199,1.1,0,0
2006,3,28,7,30,5.5,0,0,0,4,5.5,0,0,0,0,100,142.06,0.11,894,1.6,203,1.4,0,0
2006,3,28,8,30,5.4,0,0,0,4,5.4,0,0,1,0,100,141.92,0.11,893,1.6,205,1.5,0,0
2006,3,28,9,30,5.3,0,0,0,4,5.3,0,0,1,0,100,136.88,0.11,893,1.7,201,1.5,0,0
2006,3,28,10,30,5.3,0,0,0,7,5.3,0,0,1,0,100,128.38,0.11,893,1.7,191,1.5,0,0
2006,3,28,11,30,5.3,0,0,0,6,5.3,0,0,0,0,100,117.88,0.11,893,1.7,182,1.6,0,0
2006,3,28,12,30,5.3,0,0,0,7,5.3,0,0,0,0,100,106.28,0.11,893,1.7,175,1.7,0,0
2006,3,28,13,30,5.4,0,0,0,4,5.4,0,0,0,0,100,94.12,0.11,893,1.6,173,2.2,0,0
2006,3,28,14,30,5.8,45,387,101,7,5.8,16,0,7,16,100,81.65,0.11,894,1.6,173,2.9,0,0
2006,3,28,15,30,6.5,78,680,317,4,6.5,140,53,0,158,100,69.4,0.11,894,1.6,172,3.5,8.1318,6.3018
2006,3,28,16,30,7.5,94,811,530,7,6.6,114,0,0,114,93.81,57.5,0.11,894,1.7,174,4.1,6.3725,4.9835
2006,3,28,17,30,8.5,106,878,710,7,6.8,218,13,0,227,89.1,46.5,0.11,893,1.7,179,4.6,13.2706,10.416
2006,3,28,18,30,9,123,895,834,7,7.1,393,96,0,469,87.95,37.37,0.11,893,1.8,183,5.2,28.0698,22.0681
2006,3,28,19,30,8.8,132,903,899,6,7.4,161,7,0,167,90.69,31.89,0.11,892,1.8,185,5.7,10.0968,7.9432
2006,3,28,20,30,8.3,126,912,899,7,7.6,149,6,0,154,95.07,32.04,0.11,891,1.8,185,5.9,9.3085,7.3229
2006,3,28,21,30,7.9,128,885,827,7,7.8,103,0,0,103,99.17,37.75,0.11,890,1.8,183,6,6.1597,4.8424
2006,3,28,22,30,7.9,111,861,698,7,7.9,98,0,0,98,100,47,0.11,889,1.8,182,6.2,5.7201,4.4891
2006,3,28,23,30,8,87,822,522,6,8,21,0,0,21,100,58.06,0.11,889,1.8,182,6.3,1.1704,0.9151
2006,3,29,0,30,8,68,702,308,8,8,8,0,0,8,100,69.98,0.11,889,1.8,194,6,0.4096,0.3172
2006,3,29,1,30,7.3,38,430,96,7,7.3,23,0,7,23,100,82.22,0.11,889,1.7,206,5.2,0,0
2006,3,29,2,30,6.5,0,0,0,7,6.5,0,0,0,0,100,94.67,0.11,889,1.5,217,4.3,0,0
2006,3,29,3,30,5.6,0,0,0,4,5.6,0,0,0,0,100,106.78,0.11,890,1.2,227,3.5,0,0
2006,3,29,4,30,4.9,0,0,0,4,4.9,0,0,0,0,100,118.3,0.11,891,0.9,236,2.8,0,0
2006,3,29,5,30,4.4,0,0,0,4,4.4,0,0,0,0,100,128.67,0.11,891,0.8,241,2.4,0,0
2006,3,29,6,30,3.9,0,0,0,1,3.9,0,0,0,0,100,136.95,0.11,891,0.8,243,2,0,0
2006,3,29,7,30,3.6,0,0,0,4,3.6,0,0,0,0,100,141.69,0.11,891,0.9,243,1.8,0,0
2006,3,29,8,30,3.5,0,0,0,4,3.5,0,0,1,0,100,141.52,0.11,891,0.9,240,1.8,0,0
2006,3,29,9,30,3.5,0,0,0,4,3.5,0,0,1,0,100,136.5,0.11,891,0.9,239,1.8,0,0
2006,3,29,10,30,3.6,0,0,0,1,3.6,0,0,1,0,100,128.04,0.11,891,0.9,242,1.8,0,0
2006,3,29,11,30,3.6,0,0,0,1,3.6,0,0,0,0,100,117.56,0.11,891,0.9,249,1.7,0,0
2006,3,29,12,30,3.5,0,0,0,0,3.5,0,0,0,0,100,105.98,0.11,891,0.8,254,1.7,0,0
2006,3,29,13,30,3.6,0,0,0,0,3.6,0,0,0,0,100,93.84,0.11,892,0.7,255,2,0,0
2006,3,29,14,30,4.2,45,444,112,1,4.2,45,444,0,112,100,81.37,0.11,892,0.7,253,2.4,0,0
2006,3,29,15,30,5.5,71,745,337,0,4.5,71,745,0,337,93.21,69.12,0.11,893,0.7,251,2.8,17.387,13.4787
2006,3,29,16,30,7.5,84,884,563,0,2.8,84,884,0,563,72.05,57.2,0.11,893,0.6,250,3.2,31.5199,24.653
2006,3,29,17,30,9.5,93,951,751,0,0.3,93,951,0,751,52.48,46.16,0.11,893,0.6,249,3.7,43.9505,34.4991
2006,3,29,18,30,10.9,101,974,878,2,-1,359,387,0,668,43.79,37,0.11,893,0.7,248,4.2,40.0107,31.4574
2006,3,29,19,30,11.7,105,987,947,1,-1.1,105,987,0,947,41.02,31.49,0.11,893,0.7,248,4.7,57.2922,45.0739
2006,3,29,20,30,11.8,105,983,941,3,-0.4,344,29,0,369,42.96,31.67,0.11,894,0.8,250,5,22.3175,17.5577
2006,3,29,21,30,11.4,101,963,866,4,0.8,182,9,0,189,47.95,37.46,0.11,894,0.9,253,5,11.3096,8.8913
2006,3,29,22,30,10.8,93,931,731,4,1.9,222,13,0,231,54.04,46.77,0.11,894,0.9,253,4.7,13.493,10.5899
2006,3,29,23,30,10.4,84,861,541,4,2.7,101,0,0,101,58.92,57.88,0.11,894,1,253,4.5,5.6345,4.4056
2006,3,30,0,30,8.5,68,734,321,4,3.5,142,105,0,179,70.66,69.82,0.11,894,1.1,245,3.5,9.1784,7.1093
2006,3,30,1,30,6.7,41,433,101,4,4.5,48,24,7,51,85.72,82.07,0.11,894,1.1,235,2.5,0,0
2006,3,30,2,30,5.4,0,0,0,4,5.4,0,0,0,0,100,94.51,0.11,895,1.1,228,2,0,0
2006,3,30,3,30,4.8,0,0,0,4,4.8,0,0,0,0,100,106.6,0.11,895,1.1,228,1.9,0,0
2006,3,30,4,30,4.4,0,0,0,1,4.4,0,0,0,0,100,118.09,0.11,896,1.1,231,1.7,0,0
2006,3,30,5,30,4.1,0,0,0,10,4.1,0,0,0,0,100,128.42,0.11,896,1.1,232,1.4,0,0
2006,3,30,6,30,4,0,0,0,7,4,0,0,0,0,100,136.64,0.11,896,1.1,231,1.1,0,0
2006,3,30,7,30,4,0,0,0,7,4,0,0,0,0,100,141.32,0.11,895,1.1,225,0.8,0,0
2006,3,30,8,30,4.1,0,0,0,7,4.1,0,0,1,0,100,141.12,0.11,895,1,227,0.6,0,0
2006,3,30,9,30,4,0,0,0,7,4,0,0,1,0,100,136.12,0.11,895,1,236,0.5,0,0
2006,3,30,10,30,4,0,0,0,7,4,0,0,1,0,100,127.69,0.11,895,1,237,0.6,0,0
2006,3,30,11,30,4,0,0,0,7,4,0,0,0,0,100,117.24,0.11,895,1.1,235,0.8,0,0
2006,3,30,12,30,4,0,0,0,7,4,0,0,0,0,100,105.69,0.11,896,1.1,230,1,0,0
2006,3,30,13,30,4.1,0,0,0,7,4.1,0,0,0,0,100,93.55,0.11,896,1.1,224,1.1,0,0
2006,3,30,14,30,4.7,60,305,107,7,4.7,56,97,0,71,100,81.1,0.11,897,1.2,214,1.1,0,0
2006,3,30,15,30,5.4,105,596,321,8,5.4,112,466,0,281,100,68.83,0.11,897,1.2,193,1,14.5343,11.271
2006,3,30,16,30,6.9,124,761,540,7,5.3,135,667,0,499,89.26,56.89,0.11,897,1.1,163,1,27.981,21.8882
2006,3,30,17,30,9.4,122,870,728,1,4.5,122,870,0,728,71.58,45.83,0.11,897,1.1,144,1.2,42.6476,33.4788
2006,3,30,18,30,11.7,119,931,866,3,3.2,357,395,0,674,56.04,36.62,0.11,896,1,142,1.5,40.4013,31.7661
2006,3,30,19,30,13.2,120,951,934,3,2.7,343,28,0,367,48.91,31.1,0.11,895,1,148,1.8,22.2167,17.4794
2006,3,30,20,30,14,120,949,931,3,2.5,265,16,0,279,45.98,31.31,0.11,895,1,167,2,16.8839,13.2835
2006,3,30,21,30,14.3,116,933,860,8,2.5,386,80,0,450,44.92,37.17,0.11,894,1,189,2.2,26.9439,21.1835
2006,3,30,22,30,13.7,115,879,720,8,2.5,329,252,0,503,46.76,46.55,0.11,893,1.1,206,2.7,29.4012,23.0765
2006,3,30,23,30,13.1,110,786,531,7,2.7,245,146,0,323,49.42,57.69,0.11,893,1.1,214,3,18.0374,14.1046
2006,3,31,0,30,10.3,88,648,313,7,3.3,137,244,0,222,61.8,69.65,0.11,894,1.1,229,3.2,11.4005,8.8323
2006,3,31,1,30,8.1,50,342,98,7,4.2,49,30,7,53,76.3,81.91,0.11,894,1.1,231,2.9,0,0
2006,3,31,2,30,6.6,0,0,0,7,4.9,0,0,0,0,88.91,94.35,0.11,895,1.1,231,2.7,0,0
2006,3,31,3,30,6,0,0,0,7,5.2,0,0,0,0,94.47,106.42,0.11,895,1.1,231,2.4,0,0
2006,3,31,4,30,5.7,0,0,0,7,5.4,0,0,0,0,98.01,117.88,0.11,895,1.1,231,2,0,0
2006,3,31,5,30,5.5,0,0,0,7,5.5,0,0,0,0,100,128.16,0.11,895,1.1,230,1.5,0,0
2006,3,31,6,30,5.3,0,0,0,1,5.3,0,0,0,0,100,136.33,0.11,895,1.1,230,1.2,0,0
2006,3,31,7,30,5.1,0,0,0,7,5.1,0,0,0,0,100,140.95,0.11,895,1.1,232,1.1,0,0
2006,3,31,8,30,4.8,0,0,0,7,4.8,0,0,1,0,100,140.73,0.11,894,1.1,236,1.1,0,0
2006,3,31,9,30,4.4,0,0,0,7,4.4,0,0,1,0,100,135.74,0.11,894,1.1,239,1.2,0,0
2006,3,31,10,30,4.2,0,0,0,6,4.2,0,0,1,0,100,127.34,0.11,893,1.1,238,1,0,0
2006,3,31,11,30,4.1,0,0,0,7,4.1,0,0,0,0,100,116.93,0.11,893,1.2,228,0.9,0,0
2006,3,31,12,30,4,0,0,0,7,4,0,0,0,0,100,105.39,0.11,893,1.3,217,0.9,0,0
2006,3,31,13,30,4.2,0,0,0,7,4.2,0,0,0,0,100,93.27,0.11,893,1.4,215,1.3,0,0
2006,3,31,14,30,4.7,53,386,115,8,4.7,48,0,0,48,100,80.82,0.11,894,1.5,219,2,0,0
2006,3,31,15,30,5.1,87,667,330,4,5.1,51,0,0,51,100,68.54,0.11,895,1.5,221,2.3,2.6445,2.0514
2006,3,31,16,30,5.7,103,806,548,7,4.6,218,33,0,236,92.89,56.59,0.11,896,1.4,218,2.4,13.2535,10.3689
2006,3,31,17,30,6.6,116,877,731,7,3.8,230,14,0,240,82.51,45.5,0.11,896,1.3,218,2.5,14.0737,11.0488
2006,3,31,18,30,8.2,125,913,861,7,3.3,361,47,0,399,71.15,36.25,0.11,896,1.2,221,2.7,23.9348,18.82
2006,3,31,19,30,10.1,124,940,932,4,3.1,227,13,0,239,61.83,30.7,0.11,896,1.1,225,3.2,14.4771,11.3906
2006,3,31,20,30,11.2,118,949,932,4,3.2,268,16,0,282,57.72,30.95,0.11,895,1.1,226,3.6,17.0751,13.4344
2006,3,31,21,30,11.3,106,948,864,4,3.5,172,8,0,178,58.56,36.88,0.11,895,1.1,227,4,10.6641,8.3846
2006,3,31,22,30,10.8,103,909,731,4,3.8,179,7,0,184,62.01,46.33,0.11,894,1,226,4.2,10.7625,8.4477
2006,3,31,23,30,10.4,91,842,543,4,4.1,202,24,0,215,65.1,57.51,0.11,894,1,224,4.3,12.0176,9.3981
2006,4,1,0,30,8.1,76,709,325,4,4.5,30,0,0,30,77.92,69.49,0.11,895,1,220,4.1,1.5428,1.1955
2006,4,1,1,30,6.5,47,394,103,8,4.9,42,0,0,42,89.43,81.76,0.11,896,1,218,3.3,0,0
2006,4,1,2,30,5.4,0,0,0,4,5.4,0,0,0,0,100,94.19,0.11,897,1,215,2.7,0,0
2006,4,1,3,30,4.9,0,0,0,7,4.9,0,0,0,0,100,106.25,0.11,898,0.9,213,2.4,0,0
2006,4,1,4,30,4.7,0,0,0,4,4.7,0,0,0,0,100,117.67,0.11,898,1,211,2.2,0,0
2006,4,1,5,30,4.7,0,0,0,7,4.7,0,0,0,0,100,127.91,0.11,898,1,208,2.1,0,0
2006,4,1,6,30,4.7,0,0,0,7,4.7,0,0,0,0,100,136.01,0.11,897,1.1,205,2.1,0,0
2006,4,1,7,30,4.8,0,0,0,4,4.8,0,0,0,0,100,140.58,0.11,897,1.1,202,2.2,0,0
2006,4,1,8,30,4.9,0,0,0,4,4.9,0,0,1,0,100,140.34,0.11,897,1.1,202,2.4,0,0
2006,4,1,9,30,5.1,0,0,0,4,5.1,0,0,1,0,100,135.36,0.11,896,1.2,203,2.6,0,0
2006,4,1,10,30,5.3,0,0,0,4,5.3,0,0,1,0,100,127,0.11,896,1.2,206,2.7,0,0
2006,4,1,11,30,5.4,0,0,0,1,5.4,0,0,0,0,100,116.61,0.11,897,1.1,207,2.6,0,0
2006,4,1,12,30,5.5,0,0,0,1,5.5,0,0,0,0,100,105.1,0.11,897,1.1,207,2.6,0,0
2006,4,1,13,30,5.8,0,0,0,4,5.8,0,0,0,0,100,92.99,0.11,897,1.1,205,2.7,0,0
2006,4,1,14,30,6.3,52,426,122,4,6.3,38,0,0,38,100,80.54,0.11,898,1,205,3.1,0,0
2006,4,1,15,30,7,86,694,343,4,7,87,0,0,87,100,68.26,0.11,898,1,214,3.3,4.5219,3.5089
2006,4,1,16,30,7.9,105,817,559,4,7.3,203,20,0,214,95.87,56.29,0.11,899,1,223,3.1,12.0358,9.4175
2006,4,1,17,30,9.3,117,887,742,3,6.7,316,355,0,566,83.89,45.17,0.11,899,1,224,3.1,33.2229,26.0841
2006,4,1,18,30,10.9,127,922,874,1,6.1,127,922,0,874,72.2,35.89,0.11,899,0.9,225,3.3,52.4657,41.2559
2006,4,1,19,30,12.1,132,935,940,0,5.3,132,935,0,940,63.08,30.31,0.11,899,0.9,225,3.5,56.9731,44.828
2006,4,1,20,30,12.6,142,918,932,0,4.6,142,918,0,932,58.35,30.59,0.11,899,0.9,220,3.6,56.4641,44.4264
2006,4,1,21,30,12.6,133,905,859,3,4.2,346,417,0,681,56.79,36.6,0.11,898,1,217,3.8,40.8225,32.0974
2006,4,1,22,30,12.2,117,879,727,2,4,322,303,0,532,57.46,46.11,0.11,898,1,215,3.9,31.1389,24.4428
2006,4,1,23,30,12,99,828,545,1,3.9,99,828,0,545,57.56,57.33,0.11,898,0.9,213,3.9,30.4917,23.8474
2006,4,2,0,30,9.6,81,693,326,0,3.9,81,693,0,326,67.49,69.33,0.11,898,0.9,215,3.7,16.7886,13.0116
2006,4,2,1,30,7.6,48,393,106,7,4.3,48,393,5,106,79.5,81.6,0.11,899,0.9,216,2.8,0,0
2006,4,2,2,30,6.1,0,0,0,7,5.1,0,0,0,0,93.06,94.03,0.11,899,0.9,216,2,0,0
2006,4,2,3,30,5.5,0,0,0,7,5.3,0,0,0,0,98.4,106.07,0.11,899,0.9,217,1.6,0,0
2006,4,2,4,30,5,0,0,0,3,5,0,0,0,0,100,117.46,0.11,899,0.9,220,1.2,0,0
2006,4,2,5,30,4.4,0,0,0,0,4.4,0,0,0,0,100,127.65,0.11,899,0.8,224,1,0,0
2006,4,2,6,30,3.8,0,0,0,0,3.8,0,0,0,0,100,135.7,0.11,899,0.8,221,0.9,0,0
2006,4,2,7,30,3.1,0,0,0,0,3.1,0,0,0,0,100,140.21,0.11,899,0.8,218,1,0,0
2006,4,2,8,30,2.7,0,0,0,0,2.7,0,0,1,0,100,139.94,0.11,899,0.8,222,1.1,0,0
2006,4,2,9,30,2.7,0,0,0,0,2.7,0,0,1,0,100,134.99,0.11,899,0.8,228,0.9,0,0
2006,4,2,10,30,2.8,0,0,0,0,2.8,0,0,1,0,100,126.66,0.11,899,0.9,230,0.7,0,0
2006,4,2,11,30,2.6,0,0,0,1,2.6,0,0,0,0,100,116.3,0.11,899,0.9,216,0.6,0,0
2006,4,2,12,30,2.1,0,0,0,1,2.1,0,0,0,0,100,104.8,0.11,899,0.9,175,0.5,0,0
2006,4,2,13,30,2.5,0,0,0,4,2.5,0,0,0,0,100,92.71,0.11,899,0.9,141,0.6,0,0
2006,4,2,14,30,4.3,48,499,132,7,3.6,57,240,7,98,95.05,80.27,0.11,899,0.9,146,0.8,0,0
2006,4,2,15,30,7,72,755,355,1,3.3,72,755,0,355,77.14,67.98,0.11,899,1,172,1,18.4951,14.3559
2006,4,2,16,30,9.7,87,869,574,3,1.3,214,428,0,454,55.94,55.99,0.11,899,1,188,1,25.5714,20.0111
2006,4,2,17,30,11.7,101,922,755,7,0.1,233,601,0,659,44.99,44.84,0.11,899,1,193,0.9,38.7193,30.4015
2006,4,2,18,30,13.4,117,938,880,7,-0.6,329,519,0,751,37.98,35.52,0.11,898,1,204,1,45.1144,35.4769
2006,4,2,19,30,14.8,124,942,941,7,-0.5,380,444,0,765,34.97,29.92,0.11,898,1.1,222,1.2,46.3935,36.505
2006,4,2,20,30,15.8,125,938,935,7,-0.2,376,489,0,799,33.7,30.24,0.11,897,1.2,236,1.5,48.4322,38.1081
2006,4,2,21,30,16,124,915,861,7,0.5,349,413,0,682,34.99,36.32,0.11,897,1.2,238,1.9,40.9054,32.1638
2006,4,2,22,30,15.5,116,873,724,7,1.2,320,319,0,542,38.04,45.89,0.11,896,1.3,233,2.2,31.7456,24.9203
2006,4,2,23,30,15.2,101,811,540,7,2,249,149,0,330,40.97,57.15,0.11,896,1.3,229,2.4,18.48,14.4543
2006,4,3,0,30,12.5,78,688,323,4,3,147,170,0,207,52.31,69.17,0.12,897,1.5,228,2.4,10.6752,8.2751
2006,4,3,1,30,10.2,46,409,107,3,5.1,53,72,0,64,70.7,81.45,0.12,897,1.6,229,2,0,0
2006,4,3,2,30,9,0,0,0,7,5.7,0,0,0,0,79.74,93.87,0.12,898,1.8,230,1.8,0,0
2006,4,3,3,30,8.6,0,0,0,7,5.9,0,0,0,0,83.29,105.89,0.12,898,1.9,226,1.5,0,0
